"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2013","","","","48544456"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2012","","","","51666753"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2017","","","","46511281"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2016","","","","51019622"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2015","","","","52679282"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2014","","","","44433292"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2003","","","","8565574"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2004","","","","12879547"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2009","","","","17914917"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2008","","","","16519055"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2006","","","","24631200"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2005","","","","11704371"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2007","","","","18769348"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2002","","","","2986013"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2002","","","","68514418"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2003","","","","89483450"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2005","","","","124048533"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2004","","","","110872905"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2009","","","","192644304"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2010","","","","183380940"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2006","","","","132178206"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2007","","","","148469113"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2008","","","","204275620"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2011","","","","217904646"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2013","","","","342403954"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2017","","","","264138424"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2012","","","","321309269"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2014","","","","341407647"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2015","","","","346608139"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","USD","US$","2016","","","","293354865"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","13","Lac; gums, resins and other vegetable saps and extracts","A","Annual","A","Annual","USD","US$","2005","","","","68230085"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","13","Lac; gums, resins and other vegetable saps and extracts","A","Annual","A","Annual","USD","US$","2008","","","","94964361"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","13","Lac; gums, resins and other vegetable saps and extracts","A","Annual","A","Annual","USD","US$","2007","","","","88887774"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","13","Lac; gums, resins and other vegetable saps and extracts","A","Annual","A","Annual","USD","US$","2006","","","","80272254"
